"fips_st","fips_puma","owner_occ","total","per_owner"
36,4311,278,330,84.2424242424242
36,4312,251,310,80.9677419354839
37,100,651,831,78.3393501805054
37,201,439,539,81.4471243042672
37,202,356,542,65.6826568265683
37,300,434,525,82.6666666666667
37,400,741,962,77.027027027027
37,500,418,537,77.8398510242086
37,600,535,670,79.8507462686567
37,700,471,613,76.8352365415987
37,800,763,935,81.6042780748663
37,901,250,412,60.6796116504854
37,902,233,370,62.972972972973
37,903,208,354,58.7570621468927
37,904,229,429,53.3799533799534
37,905,506,660,76.6666666666667
37,1000,788,973,80.9866392600206
37,1100,815,1083,75.2539242843952
37,1200,451,562,80.2491103202847
37,1300,474,616,76.948051948052
37,1400,620,720,86.1111111111111
37,1500,468,581,80.5507745266781
37,1601,212,412,51.4563106796116
37,1602,361,555,65.045045045045
37,1700,731,937,78.0149413020278
37,1800,520,825,63.030303030303
37,1900,541,635,85.1968503937008
37,2000,453,579,78.2383419689119
37,2100,478,572,83.5664335664336
37,2200,499,627,79.585326953748
37,2300,452,591,76.4805414551607
37,2400,542,695,77.9856115107914
37,2500,403,523,77.055449330784
37,2601,321,603,53.2338308457711
37,2602,490,740,66.2162162162162
37,2701,389,536,72.5746268656716
37,2702,551,664,82.9819277108434
37,2703,576,651,88.4792626728111
37,2801,335,560,59.8214285714286
37,2802,312,450,69.3333333333333
37,2900,552,739,74.6955345060893
37,3000,631,819,77.045177045177
37,3100,498,704,70.7386363636364
37,3200,444,600,74
37,3300,360,469,76.7590618336887
37,3400,448,626,71.5654952076677
37,3500,380,561,67.7361853832442
37,3600,273,462,59.0909090909091
37,3700,437,635,68.8188976377953
37,3800,337,453,74.39293598234
37,3900,676,852,79.3427230046948
37,4000,952,1269,75.0197005516154
37,4100,506,622,81.3504823151125
37,4200,377,582,64.7766323024055
37,4300,429,625,68.64
37,4400,468,670,69.8507462686567
37,4500,596,756,78.8359788359788
37,4600,398,617,64.5056726094003
37,4700,463,576,80.3819444444444
37,4800,505,659,76.6312594840668
38,100,419,504,83.1349206349206
38,200,678,844,80.3317535545024
38,300,485,608,79.7697368421053
38,400,259,397,65.2392947103275
38,500,336,447,75.1677852348993
39,100,465,551,84.3920145190563
39,201,605,719,84.144645340751
39,202,553,696,79.4540229885057
39,301,234,361,64.819944598338
39,302,302,409,73.838630806846
39,303,190,345,55.072463768116
39,400,700,869,80.5523590333717
39,501,359,509,70.5304518664047
39,502,574,643,89.2690513219285
39,601,426,520,81.9230769230769
39,602,375,560,66.9642857142857
39,603,267,392,68.1122448979592
39,604,393,513,76.608187134503
39,605,477,551,86.5698729582577
39,606,181,368,49.1847826086957
39,607,187,416,44.9519230769231
39,608,204,382,53.4031413612565
39,609,319,455,70.1098901098901
39,610,254,403,63.0272952853598
39,611,275,394,69.7969543147208
39,612,397,485,81.8556701030928
39,701,377,473,79.7040169133192
39,702,351,425,82.5882352941177
39,703,403,443,90.9706546275395
39,800,311,411,75.669099756691
39,901,514,613,83.8499184339315
39,902,346,460,75.2173913043478
39,903,252,366,68.8524590163934
39,904,351,437,80.3203661327231
39,1000,467,612,76.3071895424837
39,1101,386,444,86.9369369369369
39,1102,367,487,75.3593429158111
39,1103,369,450,82
39,1201,233,368,63.3152173913043
39,1202,253,388,65.2061855670103
39,1300,579,673,86.0326894502229
39,1400,411,520,79.0384615384615
39,1500,629,768,81.9010416666667
39,1600,637,748,85.1604278074866
39,1700,566,724,78.1767955801105
39,1800,461,601,76.7054908485857
39,1900,489,638,76.6457680250784
39,2000,375,484,77.4793388429752
39,2100,413,522,79.1187739463602
39,2201,462,581,79.5180722891566
39,2202,399,561,71.1229946524064
39,2203,449,556,80.7553956834532
39,2300,364,450,80.8888888888889
39,2400,569,741,76.7881241565452
39,2500,608,770,78.961038961039
39,2600,432,528,81.8181818181818
39,2700,588,682,86.217008797654
39,2800,429,542,79.1512915129151
39,2900,647,807,80.1734820322181
39,3001,354,461,76.7895878524946
39,3002,462,596,77.51677852349
39,3101,290,405,71.604938271605
39,3102,363,523,69.4072657743786
39,3103,252,369,68.2926829268293
39,3104,417,601,69.3843594009983
39,3105,262,537,48.7895716945996
39,3106,193,382,50.5235602094241
39,3107,231,395,58.4810126582278
39,3108,362,498,72.6907630522088
39,3109,317,463,68.4665226781858
39,3200,479,602,79.5681063122924
39,3300,448,573,78.1849912739965
39,3400,438,578,75.7785467128028
39,3500,395,517,76.4023210831721
39,3600,410,560,73.2142857142857
39,3700,327,427,76.5807962529274
39,3800,389,520,74.8076923076923
39,3900,482,636,75.7861635220126
39,4000,298,527,56.5464895635674
39,4101,353,448,78.7946428571429
39,4102,361,462,78.1385281385281
39,4103,497,664,74.8493975903614
39,4200,611,735,83.1292517006803
39,4301,393,519,75.7225433526011
39,4302,560,721,77.6699029126214
39,4401,366,428,85.5140186915888
39,4402,470,568,82.7464788732394
39,4403,407,572,71.1538461538462
39,4404,375,437,85.812356979405
39,4501,190,404,47.029702970297
39,4502,229,378,60.5820105820106
39,4503,120,351,34.1880341880342
39,4601,335,412,81.3106796116505
39,4602,429,528,81.25
39,4700,322,450,71.5555555555555
39,4800,381,504,75.595238095238
40,100,577,708,81.497175141243
40,200,487,627,77.6714513556619
40,300,387,508,76.1811023622047
40,400,695,935,74.331550802139
40,500,737,955,77.17277486911
40,600,872,1132,77.0318021201414
40,700,693,880,78.75
40,800,715,928,77.0474137931034
40,900,760,964,78.8381742738589
40,1000,447,524,85.3053435114504
40,1100,804,1293,62.1809744779582
40,1200,571,680,83.9705882352941
40,1301,674,1034,65.183752417795
40,1302,574,798,71.9298245614035
40,1400,667,874,76.3157894736842
40,1500,382,536,71.2686567164179
40,1600,545,685,79.5620437956204
40,1700,486,591,82.233502538071
41,100,477,648,73.6111111111111
41,200,450,591,76.1421319796954
41,300,398,548,72.6277372262774
41,400,398,529,75.2362948960302
41,500,593,792,74.8737373737374
41,600,596,847,70.3659976387249
41,701,503,602,83.5548172757475
41,702,579,887,65.2762119503946
41,800,508,690,73.6231884057971
41,900,539,773,69.7283311772316
41,1000,369,471,78.343949044586
41,1101,371,602,61.6279069767442
41,1102,425,547,77.6965265082267
41,1200,509,660,77.1212121212121
41,1301,271,399,67.9197994987469
41,1302,269,403,66.7493796526055
41,1303,260,421,61.7577197149644
41,1304,328,578,56.7474048442907
41,1305,298,501,59.4810379241517
41,1306,293,435,67.3563218390805
41,1307,331,389,85.0899742930591
41,1308,337,475,70.9473684210526
41,1309,347,446,77.8026905829596
41,1310,338,487,69.4045174537988
41,1311,405,585,69.2307692307692
41,1312,359,495,72.5252525252525
41,1313,265,408,64.9509803921569
42,100,197,312,63.1410256410256
42,200,608,737,82.4966078697422
42,300,852,1004,84.8605577689243
42,400,538,659,81.638846737481
42,500,724,895,80.8938547486034
42,600,741,895,82.7932960893855
42,700,302,369,81.8428184281843
42,801,233,363,64.1873278236915
42,802,642,789,81.3688212927757
42,901,277,430,64.4186046511628
42,902,377,462,81.6017316017316
42,903,721,871,82.7784156142365
42,1000,549,679,80.8541973490427
42,1100,472,580,81.3793103448276
42,1200,887,1132,78.356890459364
42,1300,435,581,74.8709122203098
42,1400,729,872,83.6009174311927
42,1500,620,770,80.5194805194805
42,1600,561,661,84.8714069591528
42,1701,163,336,48.5119047619048
42,1702,194,344,56.3953488372093
42,1703,279,399,69.9248120300752
42,1801,550,650,84.6153846153846
42,1802,303,408,74.264705882353
42,1803,380,496,76.6129032258064
42,1804,483,690,70
42,1805,328,425,77.1764705882353
42,1806,335,392,85.4591836734694
42,1807,411,546,75.2747252747253
42,1900,746,902,82.7050997782705
42,2001,422,515,81.9417475728155
42,2002,549,713,76.9985974754558
42,2101,352,435,80.919540229885
42,2102,472,603,78.2752902155887
42,2103,337,414,81.4009661835749
42,2201,550,662,83.0815709969789
42,2202,434,553,78.4810126582278
42,2300,492,630,78.0952380952381
42,2400,744,943,78.897136797455
42,2501,592,746,79.3565683646113
42,2502,500,608,82.2368421052632
42,2600,388,521,74.4721689059501
42,2700,804,966,83.2298136645963
42,2801,445,559,79.6064400715563
42,2802,338,425,79.5294117647059
42,2900,380,477,79.664570230608
42,3001,276,430,64.1860465116279
42,3002,439,565,77.6991150442478
42,3101,365,473,77.1670190274841
42,3102,574,689,83.3091436865022
42,3201,378,450,84
42,3202,621,742,83.6927223719676
42,3203,278,378,73.5449735449735
42,3301,364,529,68.8090737240076
42,3302,364,478,76.1506276150628
42,3303,461,571,80.7355516637478
42,3401,476,638,74.6081504702194
42,3402,703,829,84.8009650180941
42,3500,677,815,83.0674846625767
42,3600,160,289,55.363321799308
42,3701,444,559,79.427549194991
42,3702,375,446,84.0807174887892
42,3801,287,414,69.3236714975845
42,3802,505,584,86.472602739726
42,3901,602,714,84.3137254901961
42,3902,437,492,88.8211382113821
42,3903,333,413,80.6295399515738
42,3904,234,337,69.4362017804154
42,4001,299,358,83.5195530726257
42,4002,475,601,79.0349417637271
42,4003,484,585,82.7350427350427
42,4004,259,362,71.5469613259668
42,4005,291,366,79.5081967213115
42,4006,292,383,76.2402088772846
42,4101,305,406,75.1231527093596
42,4102,205,300,68.3333333333333
42,4103,189,249,75.9036144578313
42,4104,257,352,73.0113636363636
42,4105,225,341,65.9824046920821
42,4106,245,391,62.6598465473146
42,4107,119,246,48.3739837398374
42,4108,163,296,55.0675675675676
42,4109,201,419,47.9713603818616
42,4110,206,301,68.43853820598
42,4111,189,318,59.433962264151
42,4201,338,425,79.5294117647059
42,4202,367,509,72.1021611001965
42,4203,329,459,71.677559912854
42,4204,320,376,85.1063829787234
42,4301,433,522,82.9501915708812
42,4302,453,561,80.7486631016043
42,4303,483,585,82.5641025641026
44,100,223,554,40.2527075812274
44,200,454,621,73.1078904991949
44,300,348,482,72.1991701244813
44,400,449,715,62.7972027972028
44,500,433,587,73.7649063032368
44,600,562,715,78.6013986013986
44,700,427,516,82.7519379844961
45,100,638,798,79.9498746867168
45,201,746,1064,70.1127819548872
45,202,556,677,82.1270310192024
45,301,296,440,67.2727272727273
45,302,550,661,83.2072617246596
45,400,413,528,78.219696969697
45,500,668,860,77.6744186046512
45,600,436,548,79.5620437956204
45,700,597,747,79.9196787148594
45,800,465,594,78.2828282828283
45,900,523,655,79.8473282442748
45,1001,387,512,75.5859375
45,1002,456,539,84.6011131725417
45,1100,249,438,56.8493150684932
45,1200,734,982,74.745417515275
45,1300,642,801,80.1498127340824
45,1400,366,484,75.6198347107438
45,1500,868,1096,79.1970802919708
45,1600,505,688,73.4011627906977
45,1700,283,402,70.3980099502487
45,1800,581,762,76.246719160105
45,1900,524,685,76.4963503649635
45,2000,515,652,78.9877300613497
45,2101,458,764,59.9476439790576
45,2102,579,711,81.4345991561182
45,2200,423,555,76.2162162162162
45,2300,367,510,71.9607843137255
46,100,250,346,72.2543352601156
46,200,270,363,74.3801652892562
46,300,449,569,78.9103690685413
46,400,438,545,80.3669724770642
46,500,428,565,75.7522123893805
46,600,414,515,80.3883495145631
46,700,228,341,66.8621700879765
47,100,688,898,76.6146993318486
47,200,572,679,84.241531664212
47,300,394,561,70.2317290552585
47,400,554,665,83.3082706766917
47,501,381,484,78.7190082644628
47,502,420,487,86.2422997946612
47,600,719,908,79.1850220264317
47,700,433,554,78.158844765343
47,801,378,444,85.1351351351351
47,802,389,506,76.8774703557312
47,900,551,708,77.8248587570621
47,1000,329,454,72.4669603524229
47,1100,389,483,80.5383022774327
47,1200,417,522,79.8850574712644
47,1301,764,899,84.9833147942158
47,1302,381,493,77.2819472616633
47,1400,470,802,58.6034912718205
47,1500,413,508,81.2992125984252
47,1600,486,591,82.233502538071
47,1700,497,670,74.179104477612
47,1800,383,616,62.1753246753247
47,1900,547,665,82.2556390977444
47,2000,415,516,80.4263565891473
47,2100,478,624,76.6025641025641
47,2201,363,549,66.120218579235
47,2202,290,429,67.5990675990676
47,2203,390,572,68.1818181818182
47,2204,197,396,49.7474747474747
47,2205,312,425,73.4117647058823
47,2300,649,862,75.2900232018561
47,2400,599,684,87.5730994152047
47,2500,464,588,78.9115646258503
47,2600,496,621,79.8711755233494
47,2700,494,608,81.25
47,2800,538,669,80.4185351270553
47,2900,359,480,74.7916666666667
47,3000,474,594,79.7979797979798
47,3101,303,594,51.010101010101
47,3102,333,473,70.4016913319239
47,3103,227,352,64.4886363636364
47,3104,206,353,58.356940509915
47,3105,181,257,70.4280155642023
47,3201,563,665,84.6616541353384
47,3202,419,476,88.0252100840336
48,100,819,1040,78.75
48,200,296,472,62.7118644067797
48,300,396,505,78.4158415841584
48,400,565,728,77.6098901098901
48,501,210,399,52.6315789473684
48,502,459,590,77.7966101694915
48,600,729,899,81.0901001112347
48,700,398,551,72.2323049001815
48,800,548,721,76.005547850208
48,900,461,612,75.3267973856209
48,1000,611,815,74.9693251533742
48,1100,435,583,74.6140651801029
48,1200,645,791,81.5423514538559
48,1300,499,703,70.981507823613
48,1400,598,795,75.2201257861635
48,1500,414,505,81.980198019802
48,1600,405,486,83.3333333333333
48,1700,405,560,72.3214285714286
48,1800,528,633,83.4123222748815
48,1900,615,782,78.6445012787724
48,2000,571,672,84.9702380952381
48,2101,704,845,83.3136094674556
48,2102,685,876,78.1963470319635
48,2103,364,491,74.1344195519348
48,2104,303,412,73.5436893203884
48,2201,848,1056,80.3030303030303
48,2202,775,1145,67.6855895196507
48,2301,149,321,46.417445482866
48,2302,250,572,43.7062937062937
48,2303,281,397,70.7808564231738
48,2304,399,657,60.730593607306
48,2305,306,536,57.089552238806
48,2306,425,663,64.1025641025641
48,2307,243,385,63.1168831168831
48,2308,390,570,68.421052631579
48,2309,264,366,72.1311475409836
48,2310,257,343,74.9271137026239
48,2311,346,720,48.0555555555556
48,2312,332,472,70.3389830508475
48,2313,285,397,71.7884130982368
48,2314,493,599,82.3038397328882
48,2315,471,734,64.1689373297003
48,2400,461,567,81.305114638448
48,2501,305,532,57.3308270676692
48,2502,270,415,65.0602409638554
48,2503,565,867,65.1672433679354
48,2504,577,778,74.1645244215938
48,2505,268,530,50.5660377358491
48,2506,578,733,78.8540245566166
48,2507,435,596,72.986577181208
48,2508,401,497,80.6841046277666
48,2509,659,774,85.142118863049
48,2510,307,425,72.235294117647
48,2511,537,627,85.645933014354
48,2600,455,567,80.246913580247
48,2700,618,786,78.6259541984733
48,2800,542,680,79.7058823529412
48,2900,366,521,70.2495201535509
48,3000,349,462,75.5411255411255
48,3100,438,556,78.7769784172662
48,3200,355,468,75.8547008547009
48,3300,350,463,75.5939524838013
48,3400,360,459,78.4313725490196
48,3501,272,384,70.8333333333333
48,3502,217,393,55.2162849872774
48,3503,235,361,65.0969529085873
48,3504,554,676,81.9526627218935
48,3505,339,492,68.9024390243902
48,3600,653,807,80.9169764560099
48,3701,353,490,72.0408163265306
48,3702,276,423,65.2482269503546
48,3703,214,312,68.5897435897436
48,3801,192,368,52.1739130434783
48,3802,518,656,78.9634146341463
48,3900,488,619,78.8368336025848
48,4000,308,554,55.5956678700361
48,4100,488,642,76.01246105919
48,4200,470,569,82.6010544815466
48,4300,276,414,66.6666666666667
48,4400,421,536,78.544776119403
48,4501,486,635,76.5354330708661
48,4502,680,805,84.472049689441
48,4503,457,543,84.1620626151013
48,4601,157,325,48.3076923076923
48,4602,259,411,63.0170316301703
48,4603,257,491,52.3421588594705
48,4604,216,576,37.5
48,4605,230,395,58.2278481012658
48,4606,281,428,65.6542056074766
48,4607,275,618,44.4983818770227
48,4608,295,411,71.7761557177616
48,4609,198,344,57.5581395348837
48,4610,205,378,54.2328042328042
48,4611,207,338,61.2426035502959
48,4612,251,457,54.9234135667396
48,4613,143,372,38.4408602150538
48,4614,422,555,76.036036036036
48,4615,268,365,73.4246575342466
48,4616,302,476,63.4453781512605
48,4617,666,754,88.3289124668435
48,4618,515,651,79.1090629800307
48,4619,511,622,82.1543408360129
48,4620,326,418,77.9904306220096
48,4621,611,692,88.2947976878613
48,4622,379,496,76.4112903225807
48,4623,399,614,64.9837133550488
48,4624,285,423,67.3758865248227
48,4625,277,446,62.1076233183856
48,4701,867,990,87.5757575757576
48,4702,499,611,81.6693944353519
48,4801,388,493,78.7018255578093
48,4802,442,526,84.0304182509506
48,4901,314,482,65.1452282157676
48,4902,531,651,81.5668202764977
48,5000,385,486,79.2181069958848
48,5100,553,682,81.0850439882698
48,5201,590,723,81.6044260027662
48,5202,427,580,73.6206896551724
48,5301,295,631,46.7511885895404
48,5302,228,593,38.4485666104553
48,5303,443,711,62.3066104078762
48,5304,458,740,61.8918918918919
48,5401,755,909,83.058305830583
48,5402,392,536,73.134328358209
48,5500,691,843,81.9691577698695
48,5601,174,310,56.1290322580645
48,5602,217,330,65.7575757575758
48,5603,232,323,71.8266253869969
48,5604,269,432,62.2685185185185
48,5605,353,520,67.8846153846154
48,5606,424,599,70.7846410684474
48,5607,370,680,54.4117647058823
48,5608,298,414,71.9806763285024
48,5609,464,572,81.1188811188811
48,5610,564,665,84.812030075188
48,5611,368,529,69.5652173913043
48,5700,488,622,78.4565916398714
48,5800,560,694,80.6916426512968
48,5900,360,491,73.3197556008147
48,6000,414,591,70.0507614213198
48,6100,370,469,78.8912579957356
48,6200,367,480,76.4583333333333
48,6301,254,398,63.819095477387
48,6302,427,611,69.885433715221
48,6400,293,411,71.2895377128954
48,6500,295,394,74.8730964467005
48,6600,242,335,72.2388059701493
48,6701,268,334,80.2395209580838
48,6702,252,306,82.3529411764706
48,6703,292,380,76.8421052631579
48,6704,310,394,78.6802030456853
48,6800,360,504,71.4285714285714
48,6900,521,683,76.281112737921
49,100,677,839,80.6912991656734
49,200,567,715,79.3006993006993
49,301,426,507,84.0236686390533
49,302,341,388,87.8865979381443
49,400,576,698,82.5214899713467
49,501,362,682,53.0791788856305
49,502,359,408,87.9901960784314
49,503,304,380,80
49,504,334,462,72.2943722943723
49,505,263,345,76.231884057971
49,506,295,366,80.6010928961749
49,507,351,418,83.9712918660287
49,601,352,458,76.8558951965066
49,602,155,299,51.8394648829431
49,603,532,613,86.7862969004894
49,700,853,1046,81.548757170172
50,100,453,598,75.752508361204
50,200,586,705,83.1205673758865
50,300,494,606,81.5181518151815
50,400,495,613,80.7504078303426
51,100,479,859,55.7625145518044
51,200,332,628,52.8662420382166
51,301,561,773,72.5743855109961
51,302,533,753,70.7835325365206
51,303,645,763,84.5347313237221
51,304,464,575,80.695652173913
51,305,834,1052,79.277566539924
51,400,457,593,77.0657672849916
51,501,556,658,84.4984802431611
51,502,494,645,76.5891472868217
51,600,1160,1377,84.241103848947
51,700,728,990,73.5353535353535
51,800,473,565,83.716814159292
51,900,487,633,76.9352290679305
51,1000,486,726,66.9421487603306
51,1100,647,844,76.6587677725119
51,1200,447,834,53.5971223021583
51,1300,860,1194,72.0268006700168
51,1400,1039,1251,83.0535571542766
51,1500,512,584,87.6712328767123
51,1600,325,496,65.5241935483871
51,1700,484,560,86.4285714285714
51,1800,757,978,77.4028629856851
51,1900,626,798,78.4461152882206
51,2000,399,689,57.9100145137881
51,2100,357,532,67.1052631578947
51,2200,644,787,81.8297331639136
51,2300,502,686,73.1778425655977
51,2400,486,698,69.6275071633238
51,2500,349,475,73.4736842105263
51,2600,491,633,77.567140600316
51,2700,478,600,79.6666666666667
51,2801,354,499,70.9418837675351
51,2802,397,577,68.8041594454073
51,2803,503,620,81.1290322580645
51,2900,500,936,53.4188034188034
51,3000,633,788,80.3299492385787
51,3100,655,875,74.8571428571429
51,3200,442,596,74.1610738255034
51,3300,452,560,80.7142857142857
51,3400,406,528,76.8939393939394
51,3500,417,549,75.9562841530055
53,100,501,734,68.2561307901907
53,200,1038,1325,78.3396226415094
53,300,604,818,73.838630806846
53,400,697,908,76.762114537445
53,500,540,832,64.9038461538462
53,601,382,475,80.421052631579
53,602,411,551,74.5916515426497
53,700,447,639,69.9530516431925
53,800,595,781,76.1843790012804
53,901,228,306,74.5098039215686
53,902,259,373,69.4369973190349
53,1001,312,517,60.348162475822
53,1002,416,584,71.2328767123288
53,1003,372,445,83.5955056179775
53,1004,373,439,84.9658314350797
53,1005,449,556,80.7553956834532
53,1100,438,595,73.6134453781513
53,1201,355,434,81.7972350230415
53,1202,269,422,63.7440758293839
53,1300,565,865,65.3179190751445
53,1401,559,762,73.3595800524934
53,1402,558,698,79.9426934097421
53,1403,245,387,63.3074935400517
53,1404,336,424,79.245283018868
53,1500,611,773,79.0426908150065
53,1600,566,721,78.502080443828
53,1701,413,515,80.1941747572816
53,1702,302,440,68.6363636363636
53,1801,338,557,60.6822262118492
53,1802,273,451,60.5321507760532
53,1803,179,510,35.0980392156863
53,1804,212,375,56.5333333333333
53,1805,284,424,66.9811320754717
53,1900,304,462,65.8008658008658
53,2001,394,518,76.061776061776
53,2002,416,599,69.449081803005
53,2003,383,458,83.6244541484716
53,2004,294,412,71.3592233009709
53,2005,260,415,62.6506024096386
53,2006,274,412,66.504854368932
53,2007,271,400,67.75
53,2008,401,517,77.5628626692456
53,2009,497,548,90.6934306569343
53,2101,362,431,83.9907192575406
53,2102,430,497,86.5191146881288
53,2200,329,575,57.2173913043478
54,100,585,742,78.8409703504043
54,200,530,670,79.1044776119403
54,300,381,533,71.4821763602251
54,400,726,904,80.3097345132743
54,500,433,548,79.014598540146
54,600,610,769,79.3237971391417
54,700,361,492,73.3739837398374
54,800,911,1175,77.531914893617
54,900,442,558,79.2114695340502
54,1000,317,384,82.5520833333333
54,1100,378,469,80.5970149253731
54,1200,411,531,77.4011299435028
55,100,1253,1454,86.1760660247593
55,200,166,262,63.3587786259542
55,300,358,448,79.9107142857143
55,400,1284,1526,84.1415465268676
55,500,523,642,81.4641744548287
55,600,1620,1914,84.6394984326019
55,700,1240,1472,84.2391304347826
55,800,896,1070,83.7383177570094
55,900,282,369,76.4227642276423
55,1000,960,1152,83.3333333333333
55,1100,318,552,57.6086956521739
55,1200,772,935,82.566844919786
55,1300,1132,1313,86.2147753236862
55,1400,1368,1621,84.392350400987
55,1500,1042,1303,79.9693016116654
55,1600,528,627,84.2105263157895
55,1700,574,693,82.8282828282828
55,1800,324,418,77.511961722488
55,1900,413,527,78.3681214421252
55,2001,212,401,52.8678304239402
55,2002,171,308,55.5194805194805
55,2003,83,261,31.8007662835249
55,2004,247,383,64.490861618799
55,2101,248,331,74.9244712990937
55,2102,420,631,66.5610142630745
55,2201,345,406,84.975369458128
55,2202,320,363,88.1542699724518
55,2203,223,315,70.7936507936508
55,2300,537,648,82.8703703703704
55,2400,419,524,79.9618320610687
55,2500,385,467,82.441113490364
56,100,402,519,77.4566473988439
56,200,414,549,75.4098360655738
56,300,535,688,77.7616279069768
56,400,302,433,69.7459584295612
