"City","State","Total","Units_1","Units_2","Units_3.4","Units_5.Inf","Month"
"Abilene","TX",2776,2776,0,0,0,1
"Akron","OH",2835,2588,0,0,247,1
"Albany","GA",1336,1033,150,153,0,1
"Albany-Schenectady-Troy","NY",6293,6293,0,0,0,1
"Albuquerque","NM",19416,17154,0,422,1840,1
"Alexandria","LA",1907,1907,0,0,0,1
"Allentown-Bethlehem-Easton","PA-NJ",13216,10910,0,0,2306,1
"Altoona","PA",61,61,0,0,0,1
"Amarillo","TX",8773,8773,0,0,0,1
"Ames","IA",441,441,0,0,0,1
"Anchorage","AK",1771,1771,0,0,0,1
"Anderson","IN",196,196,0,0,0,1
"Anderson","SC",1213,1213,0,0,0,1
"Ann Arbor","MI",1949,1949,0,0,0,1
"Anniston-Oxford","AL",701,621,80,0,0,1
"Appleton","WI",2569,2384,185,0,0,1
"Asheville","NC",16788,16488,0,0,300,1
"Athens-Clarke County","GA",2451,2451,0,0,0,1
"Atlanta-Sandy Springs-Marietta","GA",56517,55405,0,0,1112,1
"Atlantic City-Hammonton","NJ",4861,4258,0,603,0,1
"Auburn-Opelika","AL",9049,9049,0,0,0,1
"Augusta-Richmond County","GA-SC",14834,14834,0,0,0,1
"Austin-Round Rock","TX",94229,79394,1025,0,13810,1
"Bakersfield","CA",8793,8015,159,314,305,1
"Baltimore-Towson","MD",34973,25685,175,450,8663,1
"Bangor","ME",772,772,0,0,0,1
"Barnstable Town","MA",7603,7603,0,0,0,1
"Baton Rouge","LA",14681,14600,81,0,0,1
"Battle Creek","MI",0,0,0,0,0,1
"Bay City","MI",110,110,0,0,0,1
"Beaumont-Port Arthur","TX",3895,3895,0,0,0,1
"Bellingham","WA",4195,4040,0,155,0,1
"Bend","OR",6238,6238,0,0,0,1
"Billings","MT",946,946,0,0,0,1
"Binghamton","NY",455,455,0,0,0,1
"Birmingham-Hoover","AL",16308,15308,0,0,1000,1
"Bismarck","ND",196,196,0,0,0,1
"Bloomington","IN",1611,1611,0,0,0,1
"Bloomington-Normal","IL",1412,1236,0,0,176,1
"Boise City-Nampa","ID",15549,12061,0,3488,0,1
"Boston-Cambridge-Quincy","MA-NH",48481,39355,1635,1807,5684,1
"Boulder","CO",6472,2907,0,348,3217,1
"Bowling Green","KY",1848,1848,0,0,0,1
"Bradenton-Sarasota-Venice","FL",17268,16238,0,0,1030,1
"Bremerton-Silverdale","WA",3508,3508,0,0,0,1
"Bridgeport-Stamford-Norwalk","CT",9167,9167,0,0,0,1
"Brownsville-Harlingen","TX",7366,3600,1401,2365,0,1
"Brunswick","GA",4767,4767,0,0,0,1
"Buffalo-Niagara Falls","NY",16181,8181,0,0,8000,1
"Burlington","NC",2816,2816,0,0,0,1
"Burlington-South Burlington","VT",1111,1111,0,0,0,1
"Canton-Massillon","OH",1754,1516,0,0,238,1
"Cape Coral-Fort Myers","FL",19205,12475,0,1168,5562,1
"Cape Girardeau-Jackson","MO-IL",735,250,485,0,0,1
"Carson City","NV",296,296,0,0,0,1
"Casper","WY",1780,1780,0,0,0,1
"Cedar Rapids","IA",1746,838,0,268,640,1
"Champaign-Urbana","IL",7086,4496,0,996,1594,1
"Charleston","WV",1004,835,169,0,0,1
"Charleston-North Charleston-Summerville","SC",29971,27980,0,143,1848,1
"Charlotte-Gastonia-Concord","NC-SC",93174,47380,271,381,45142,1
"Charlottesville","VA",12855,11698,500,0,657,1
"Chattanooga","TN-GA",9686,8954,91,0,641,1
"Cheyenne","WY",1517,1517,0,0,0,1
"Chicago-Naperville-Joliet","IL-IN-WI",56070,51856,1030,659,2525,1
"Chico","CA",3880,3880,0,0,0,1
"Cincinnati-Middletown","OH-KY-IN",27672,22502,517,278,4375,1
"Clarksville","TN-KY",5909,5323,86,500,0,1
"Cleveland","TN",2219,1644,0,575,0,1
"Cleveland-Elyria-Mentor","OH",14373,13948,205,0,220,1
"Coeur dAlene","ID",3164,3164,0,0,0,1
"College Station-Bryan","TX",4531,4531,0,0,0,1
"Colorado Springs","CO",24640,24270,370,0,0,1
"Columbia","MO",4499,3289,0,0,1210,1
"Columbia","SC",50306,18570,0,0,31736,1
"Columbus","GA-AL",6636,4777,0,0,1859,1
"Columbus","IN",1359,1359,0,0,0,1
"Columbus","OH",24191,24191,0,0,0,1
"Corpus Christi","TX",5853,5765,88,0,0,1
"Corvallis","OR",1119,1119,0,0,0,1
"Cumberland","MD-WV",1152,1152,0,0,0,1
"Dallas-Fort Worth-Arlington","TX",243902,164370,358,800,78374,1
"Dalton","GA",1766,1376,0,143,247,1
"Danville","IL",0,0,0,0,0,1
"Danville","VA",497,497,0,0,0,1
"Davenport-Moline-Rock Island","IA-IL",935,935,0,0,0,1
"Dayton","OH",9196,9196,0,0,0,1
"Decatur","AL",375,375,0,0,0,1
"Decatur","IL",0,0,0,0,0,1
"Deltona-Daytona Beach-Ormond Beach","FL",10594,9614,0,0,980,1
"Denver-Aurora-Broomfield","CO",40718,35867,0,0,4851,1
"Des Moines-West Des Moines","IA",9525,9525,0,0,0,1
"Detroit-Warren-Livonia","MI",12421,9859,306,2256,0,1
"Dothan","AL",2427,2427,0,0,0,1
"Dover","DE",5396,5396,0,0,0,1
"Dubuque","IA",2046,2046,0,0,0,1
"Duluth","MN-WI",1029,1029,0,0,0,1
"Durham-Chapel Hill","NC",16746,12767,0,0,3979,1
"Eau Claire","WI",0,0,0,0,0,1
"El Centro","CA",2152,2152,0,0,0,1
"El Paso","TX",19113,18836,0,277,0,1
"Elizabethtown","KY",1067,1067,0,0,0,1
"Elkhart-Goshen","IN",1884,1884,0,0,0,1
"Elmira","NY",0,0,0,0,0,1
"Erie","PA",543,543,0,0,0,1
"Eugene-Springfield","OR",5851,5034,307,510,0,1
"Evansville","IN-KY",3317,1436,0,0,1881,1
"Fairbanks","AK",165,165,0,0,0,1
"Fargo","ND-MN",240,240,0,0,0,1
"Farmington","NM",2933,2933,0,0,0,1
"Fayetteville","NC",18318,11715,0,0,6603,1
"Fayetteville-Springdale-Rogers","AR-MO",10107,8345,321,787,654,1
"Flagstaff","AZ",1270,1270,0,0,0,1
"Flint","MI",300,300,0,0,0,1
"Florence","SC",3395,2855,0,0,540,1
"Florence-Muscle Shoals","AL",1039,1039,0,0,0,1
"Fond du Lac","WI",470,470,0,0,0,1
"Fort Collins-Loveland","CO",5344,3742,0,0,1602,1
"Fort Smith","AR-OK",4191,2309,1602,0,280,1
"Fort Walton Beach-Crestview-Destin","FL",5264,5264,0,0,0,1
"Fort Wayne","IN",3195,3195,0,0,0,1
"Fresno","CA",15578,13120,195,541,1722,1
"Gadsden","AL",584,584,0,0,0,1
"Gainesville","FL",3176,2020,0,0,1156,1
"Gainesville","GA",1285,1285,0,0,0,1
"Glens Falls","NY",1598,1598,0,0,0,1
"Goldsboro","NC",1133,1133,0,0,0,1
"Grand Forks","ND-MN",0,0,0,0,0,1
"Grand Junction","CO",3203,3203,0,0,0,1
"Grand Rapids-Wyoming","MI",6607,6607,0,0,0,1
"Great Falls","MT",756,756,0,0,0,1
"Greeley","CO",7083,6880,0,0,203,1
"Green Bay","WI",1770,1527,0,0,243,1
"Greensboro-High Point","NC",16884,15697,0,277,910,1
"Greenville","NC",1742,1742,0,0,0,1
"Greenville","SC",13630,12767,0,0,863,1
"Gulfport-Biloxi","MS",21837,20329,1138,370,0,1
"Hagerstown-Martinsburg","MD-WV",6281,4481,0,0,1800,1
"Hanford-Corcoran","CA",1523,1523,0,0,0,1
"Harrisburg-Carlisle","PA",5304,5304,0,0,0,1
"Harrisonburg","VA",4489,4489,0,0,0,1
"Hartford-West Hartford-East Hartford","CT",4812,4475,0,337,0,1
"Hattiesburg","MS",2971,601,0,693,1677,1
"Hickory-Lenoir-Morganton","NC",9341,9341,0,0,0,1
"Hinesville-Fort Stewart","GA",4343,4343,0,0,0,1
"Holland-Grand Haven","MI",1130,1130,0,0,0,1
"Honolulu","HI",13036,13036,0,0,0,1
"Hot Springs","AR",219,219,0,0,0,1
"Houma-Bayou Cane-Thibodaux","LA",11274,10594,680,0,0,1
"Houston-Sugar Land-Baytown","TX",310964,246330,1077,225,63332,1
"Huntington-Ashland","WV-KY-OH",220,220,0,0,0,1
"Huntsville","AL",14805,11580,0,0,3225,1
"Idaho Falls","ID",852,852,0,0,0,1
"Indianapolis-Carmel","IN",31562,27679,0,0,3883,1
"Iowa City","IA",2131,2131,0,0,0,1
"Ithaca","NY",100,0,100,0,0,1
"Jackson","MI",0,0,0,0,0,1
"Jackson","MS",12424,12424,0,0,0,1
"Jackson","TN",1145,1145,0,0,0,1
"Jacksonville","FL",46638,42727,1029,0,2882,1
"Jacksonville","NC",4108,4108,0,0,0,1
"Janesville","WI",160,160,0,0,0,1
"Jefferson City","MO",595,595,0,0,0,1
"Johnson City","TN",2330,2330,0,0,0,1
"Johnstown","PA",0,0,0,0,0,1
"Jonesboro","AR",1428,1428,0,0,0,1
"Joplin","MO",2320,180,0,0,2140,1
"Kalamazoo-Portage","MI",2767,2767,0,0,0,1
"Kankakee-Bradley","IL",259,259,0,0,0,1
"Kansas City","MO-KS",15614,13580,90,1597,347,1
"Kennewick-Pasco-Richland","WA",5460,4877,0,0,583,1
"Killeen-Temple-Fort Hood","TX",8286,8190,96,0,0,1
"Kingsport-Bristol-Bristol","TN-VA",1914,1914,0,0,0,1
"Kingston","NY",169,169,0,0,0,1
"Knoxville","TN",12904,11041,0,0,1863,1
"Kokomo","IN",0,0,0,0,0,1
"La Crosse","WI-MN",2853,2654,0,0,199,1
"Lafayette","IN",776,776,0,0,0,1
"Lafayette","LA",6010,5595,171,0,244,1
"Lake Charles","LA",6511,5309,0,0,1202,1
"Lake Havasu City-Kingman","AZ",3809,3809,0,0,0,1
"Lakeland-Winter Haven","FL",13166,13166,0,0,0,1
"Lancaster","PA",7850,4750,300,0,2800,1
"Lansing-East Lansing","MI",2359,2157,0,0,202,1
"Laredo","TX",7471,7385,86,0,0,1
"Las Cruces","NM",19759,11659,0,0,8100,1
"Las Vegas-Paradise","NV",27690,26506,0,0,1184,1
"Lawrence","KS",1353,1353,0,0,0,1
"Lawton","OK",2564,2564,0,0,0,1
"Lebanon","PA",1753,1753,0,0,0,1
"Lewiston","ID-WA",216,216,0,0,0,1
"Lewiston-Auburn","ME",378,378,0,0,0,1
"Lexington-Fayette","KY",17378,6933,0,0,10445,1
"Lima","OH",163,163,0,0,0,1
"Lincoln","NE",3609,3609,0,0,0,1
"Little Rock-North Little Rock","AR",26970,16073,0,0,10897,1
"Logan","UT-ID",2092,851,0,1241,0,1
"Longview","TX",1240,1240,0,0,0,1
"Longview","WA",1809,1809,0,0,0,1
"Los Angeles-Long Beach-Santa Ana","CA",128033,66685,8152,1320,51876,1
"Louisville-Jefferson County","KY-IN",14875,13194,200,96,1385,1
"Lubbock","TX",7306,7306,0,0,0,1
"Lynchburg","VA",5211,5211,0,0,0,1
"Macon","GA",2723,2723,0,0,0,1
"Madera-Chowchilla","CA",537,537,0,0,0,1
"Madison","WI",8313,4491,0,475,3347,1
"Manchester-Nashua","NH",4097,4097,0,0,0,1
"Manhattan","KS",2170,2170,0,0,0,1
"Mankato-North Mankato","MN",1413,1270,143,0,0,1
"Mansfield","OH",0,0,0,0,0,1
"McAllen-Edinburg-Mission","TX",22604,21705,325,433,141,1
"Medford","OR",3216,3052,164,0,0,1
"Memphis","TN-MS-AR",25634,13994,0,0,11640,1
"Merced","CA",171,171,0,0,0,1
"Miami-Fort Lauderdale-Pompano Beach","FL",52115,27043,201,2391,22480,1
"Michigan City-La Porte","IN",220,220,0,0,0,1
"Midland","TX",2233,2233,0,0,0,1
"Milwaukee-Waukesha-West Allis","WI",12025,10971,404,0,650,1
"Minneapolis-St. Paul-Bloomington","MN-WI",31016,30080,0,0,936,1
"Missoula","MT",1168,1037,131,0,0,1
"Mobile","AL",17452,9039,0,0,8413,1
"Modesto","CA",7537,4302,197,0,3038,1
"Monroe","LA",2386,1403,600,0,383,1
"Monroe","MI",285,285,0,0,0,1
"Montgomery","AL",4840,3164,0,0,1676,1
"Morgantown","WV",1070,1070,0,0,0,1
"Morristown","TN",1283,1283,0,0,0,1
"Mount Vernon-Anacortes","WA",2408,2408,0,0,0,1
"Muncie","IN",148,148,0,0,0,1
"Muskegon-Norton Shores","MI",0,0,0,0,0,1
"Myrtle Beach-North Myrtle Beach-Conway","SC",16950,12398,0,0,4552,1
"Napa","CA",0,0,0,0,0,1
"Naples-Marco Island","FL",15360,14203,0,1157,0,1
"Nashville-Davidson--Murfreesboro","TN",44285,41681,962,0,1642,1
"New Haven-Milford","CT",4229,3755,105,0,369,1
"New Orleans-Metairie-Kenner","LA",19429,16428,1584,0,1417,1
"New York-Northern New Jersey-Long Island","NY-NJ-PA",162258,100283,8677,3475,49823,1
"Niles-Benton Harbor","MI",288,0,0,0,288,1
"Norwich-New London","CT",1736,1736,0,0,0,1
"Ocala","FL",6720,5811,909,0,0,1
"Ocean City","NJ",4200,3459,741,0,0,1
"Odessa","TX",996,996,0,0,0,1
"Ogden-Clearfield","UT",5310,4090,0,1220,0,1
"Oklahoma City","OK",31931,30343,283,630,675,1
"Olympia","WA",7749,7251,498,0,0,1
"Omaha-Council Bluffs","NE-IA",16846,12406,0,0,4440,1
"Orlando-Kissimmee","FL",86957,60268,1149,2284,23256,1
"Oshkosh-Neenah","WI",1601,1601,0,0,0,1
"Owensboro","KY",911,911,0,0,0,1
"Oxnard-Thousand Oaks-Ventura","CA",6496,5558,0,0,938,1
"Palm Bay-Melbourne-Titusville","FL",22344,15660,0,0,6684,1
"Palm Coast","FL",4746,4746,0,0,0,1
"Panama City-Lynn Haven-Panama City Beach","FL",1613,1407,206,0,0,1
"Parkersburg-Marietta-Vienna","WV-OH",691,691,0,0,0,1
"Pascagoula","MS",7617,7617,0,0,0,1
"Pensacola-Ferry Pass-Brent","FL",10698,10698,0,0,0,1
"Peoria","IL",938,938,0,0,0,1
"Philadelphia-Camden-Wilmington","PA-NJ-DE-MD",50540,47491,637,711,1701,1
"Phoenix-Mesa-Scottsdale","AZ",92982,72447,1124,457,18954,1
"Pine Bluff","AR",0,0,0,0,0,1
"Pittsburgh","PA",23260,22273,0,987,0,1
"Pittsfield","MA",177,177,0,0,0,1
"Pocatello","ID",814,814,0,0,0,1
"Port St. Lucie","FL",7608,7087,0,0,521,1
"Portland-South Portland-Biddeford","ME",7840,6920,0,920,0,1
"Portland-Vancouver-Beaverton","OR-WA",43551,37047,0,316,6188,1
"Poughkeepsie-Newburgh-Middletown","NY",3183,2928,0,0,255,1
"Prescott","AZ",4630,4630,0,0,0,1
"Providence-New Bedford-Fall River","RI-MA",10056,9189,276,591,0,1
"Provo-Orem","UT",9965,9265,218,0,482,1
"Pueblo","CO",2044,2044,0,0,0,1
"Punta Gorda","FL",4819,4560,259,0,0,1
"Racine","WI",1323,1323,0,0,0,1
"Raleigh-Cary","NC",48034,47134,0,0,900,1
"Rapid City","SD",2740,2740,0,0,0,1
"Reading","PA",2287,1927,0,0,360,1
"Redding","CA",1517,1517,0,0,0,1
"Reno-Sparks","NV",7788,7788,0,0,0,1
"Richmond","VA",23880,23880,0,0,0,1
"Riverside-San Bernardino-Ontario","CA",82559,62199,0,0,20360,1
"Roanoke","VA",5439,5439,0,0,0,1
"Rochester","MN",5760,835,0,0,4925,1
"Rochester","NY",6810,6200,610,0,0,1
"Rockford","IL",1200,1200,0,0,0,1
"Rocky Mount","NC",1670,1670,0,0,0,1
"Rome","GA",2730,300,0,0,2430,1
"Sacramento--Arden-Arcade--Roseville","CA",29315,26210,0,943,2162,1
"Saginaw-Saginaw Township North","MI",1609,409,0,0,1200,1
"Salem","OR",4461,2780,0,0,1681,1
"Salinas","CA",2925,1787,0,0,1138,1
"Salisbury","MD",1492,673,0,0,819,1
"Salt Lake City","UT",54859,14072,0,1318,39469,1
"San Angelo","TX",1764,1764,0,0,0,1
"San Antonio","TX",60253,59187,0,0,1066,1
"San Diego-Carlsbad-San Marcos","CA",26672,25691,0,0,981,1
"San Francisco-Oakland-Fremont","CA",35838,30107,2476,232,3023,1
"San Jose-Sunnyvale-Santa Clara","CA",15133,13453,440,0,1240,1
"San Luis Obispo-Paso Robles","CA",2767,2154,0,0,613,1
"Sandusky","OH",0,0,0,0,0,1
"Santa Barbara-Santa Maria","CA",5398,5398,0,0,0,1
"Santa Cruz-Watsonville","CA",1302,1302,0,0,0,1
"Santa Fe","NM",667,667,0,0,0,1
"Santa Rosa-Petaluma","CA",6363,6363,0,0,0,1
"Savannah","GA",9411,9111,0,0,300,1
"Scranton--Wilkes-Barre","PA",1085,1085,0,0,0,1
"Seattle-Tacoma-Bellevue","WA",125137,68202,5320,4504,47111,1
"Sebastian-Vero Beach","FL",8538,8538,0,0,0,1
"Sheboygan","WI",1340,1340,0,0,0,1
"Sherman-Denison","TX",0,0,0,0,0,1
"Shreveport-Bossier City","LA",7476,7476,0,0,0,1
"Sioux City","IA-NE-SD",830,830,0,0,0,1
"Sioux Falls","SD",3151,2370,0,343,438,1
"South Bend-Mishawaka","IN-MI",1652,1652,0,0,0,1
"Spartanburg","SC",3224,3224,0,0,0,1
"Spokane","WA",2482,2482,0,0,0,1
"Springfield","IL",1195,1195,0,0,0,1
"Springfield","MA",1346,1346,0,0,0,1
"Springfield","MO",4216,2335,0,0,1881,1
"Springfield","OH",1015,1015,0,0,0,1
"St. Cloud","MN",810,495,0,0,315,1
"St. George","UT",4783,4783,0,0,0,1
"St. Joseph","MO-KS",562,362,200,0,0,1
"St. Louis","MO-IL",41818,37872,470,1367,2109,1
"State College","PA",2173,1773,400,0,0,1
"Stockton","CA",7311,6703,0,0,608,1
"Sumter","SC",3471,3471,0,0,0,1
"Syracuse","NY",2359,2359,0,0,0,1
"Tallahassee","FL",9174,7718,142,0,1314,1
"Tampa-St. Petersburg-Clearwater","FL",83296,55221,308,55,27712,1
"Terre Haute","IN",1257,780,191,0,286,1
"Texarkana","TX-Texarkana",496,496,0,0,0,1
"Toledo","OH",2958,2958,0,0,0,1
"Topeka","KS",3301,2101,0,1200,0,1
"Trenton-Ewing","NJ",3310,3310,0,0,0,1
"Tucson","AZ",20941,20408,199,0,334,1
"Tulsa","OK",31879,29762,0,0,2117,1
"Tuscaloosa","AL",5343,2995,0,0,2348,1
"Tyler","TX",1896,1515,0,150,231,1
"Utica-Rome","NY",0,0,0,0,0,1
"Valdosta","GA",2771,2771,0,0,0,1
"Vallejo-Fairfield","CA",863,863,0,0,0,1
"Victoria","TX",453,453,0,0,0,1
"Vineland-Millville-Bridgeton","NJ",1697,1697,0,0,0,1
"Virginia Beach-Norfolk-Newport News","VA-NC",24595,21825,200,0,2570,1
"Visalia-Porterville","CA",9361,9067,0,294,0,1
"Waco","TX",1960,1960,0,0,0,1
"Warner Robins","GA",7172,4032,0,0,3140,1
"Washington-Arlington-Alexandria","DC-VA-MD-WV",130849,96064,0,0,34785,1
"Waterloo-Cedar Falls","IA",429,429,0,0,0,1
"Wausau","WI",858,718,140,0,0,1
"Weirton-Steubenville","WV-OH",0,0,0,0,0,1
"Wenatchee-East Wenatchee","WA",1546,1546,0,0,0,1
"Wheeling","WV-OH",0,0,0,0,0,1
"Wichita Falls","TX",1795,809,151,0,835,1
"Wichita","KS",9012,8862,150,0,0,1
"Williamsport","PA",0,0,0,0,0,1
"Wilmington","NC",32231,26822,239,0,5170,1
"Winchester","VA-WV",3825,3825,0,0,0,1
"Winston-Salem","NC",5842,5842,0,0,0,1
"Worcester","MA",3926,2789,0,0,1137,1
"Yakima","WA",2216,2216,0,0,0,1
"York-Hanover","PA",7651,7651,0,0,0,1
"Youngstown-Warren-Boardman","OH-PA",714,614,100,0,0,1
"Yuba City","CA",335,335,0,0,0,1
"Yuma","AZ",4727,4727,0,0,0,1
"Abilene","TX",2631,2631,0,0,0,2
"Akron","OH",3330,3153,0,0,177,2
"Albany","GA",1523,1373,150,0,0,2
"Albany-Schenectady-Troy","NY",9478,8593,0,885,0,2
"Albuquerque","NM",15796,13999,0,340,1457,2
"Alexandria","LA",2520,2520,0,0,0,2
"Allentown-Bethlehem-Easton","PA-NJ",11572,9266,0,0,2306,2
"Altoona","PA",183,183,0,0,0,2
"Amarillo","TX",9246,9246,0,0,0,2
"Ames","IA",0,0,0,0,0,2
"Anchorage","AK",4967,4967,0,0,0,2
"Anderson","IN",778,778,0,0,0,2
"Anderson","SC",4746,4746,0,0,0,2
"Ann Arbor","MI",1188,1188,0,0,0,2
"Anniston-Oxford","AL",1694,1694,0,0,0,2
"Appleton","WI",4405,4405,0,0,0,2
"Asheville","NC",17040,16792,0,248,0,2
"Athens-Clarke County","GA",5066,5066,0,0,0,2
"Atlanta-Sandy Springs-Marietta","GA",77405,75175,0,514,1716,2
"Atlantic City-Hammonton","NJ",7183,6273,0,0,910,2
"Auburn-Opelika","AL",10194,9157,0,1037,0,2
"Augusta-Richmond County","GA-SC",15201,15201,0,0,0,2
"Austin-Round Rock","TX",94100,71646,371,0,22083,2
"Bakersfield","CA",14808,12721,0,0,2087,2
"Baltimore-Towson","MD",26932,24877,0,0,2055,2
"Bangor","ME",661,661,0,0,0,2
"Barnstable Town","MA",4274,4274,0,0,0,2
"Baton Rouge","LA",24793,24793,0,0,0,2
"Battle Creek","MI",0,0,0,0,0,2
"Bay City","MI",0,0,0,0,0,2
"Beaumont-Port Arthur","TX",5602,5602,0,0,0,2
"Bellingham","WA",2295,2295,0,0,0,2
"Bend","OR",3408,3408,0,0,0,2
"Billings","MT",3252,3252,0,0,0,2
"Binghamton","NY",0,0,0,0,0,2
"Birmingham-Hoover","AL",22224,21182,198,0,844,2
"Bismarck","ND",489,489,0,0,0,2
"Bloomington","IN",3081,967,0,0,2114,2
"Bloomington-Normal","IL",3316,3316,0,0,0,2
"Boise City-Nampa","ID",14848,14497,0,351,0,2
"Boston-Cambridge-Quincy","MA-NH",115550,28147,1866,1178,84359,2
"Boulder","CO",7840,2820,430,0,4590,2
"Bowling Green","KY",3003,2703,300,0,0,2
"Bradenton-Sarasota-Venice","FL",23253,21192,519,0,1542,2
"Bremerton-Silverdale","WA",5531,5531,0,0,0,2
"Bridgeport-Stamford-Norwalk","CT",17348,6015,0,0,11333,2
"Brownsville-Harlingen","TX",5783,5783,0,0,0,2
"Brunswick","GA",5826,5826,0,0,0,2
"Buffalo-Niagara Falls","NY",8409,8409,0,0,0,2
"Burlington","NC",3800,3800,0,0,0,2
"Burlington-South Burlington","VT",1599,1599,0,0,0,2
"Canton-Massillon","OH",2650,2412,0,0,238,2
"Cape Coral-Fort Myers","FL",19316,16226,0,0,3090,2
"Cape Girardeau-Jackson","MO-IL",845,645,200,0,0,2
"Carson City","NV",762,762,0,0,0,2
"Casper","WY",245,245,0,0,0,2
"Cedar Rapids","IA",1686,1396,0,290,0,2
"Champaign-Urbana","IL",2586,2083,0,0,503,2
"Charleston","WV",1734,1734,0,0,0,2
"Charleston-North Charleston-Summerville","SC",36158,34680,0,0,1478,2
"Charlotte-Gastonia-Concord","NC-SC",45695,45306,0,0,389,2
"Charlottesville","VA",8880,7973,250,0,657,2
"Chattanooga","TN-GA",8629,8171,0,0,458,2
"Cheyenne","WY",1689,1689,0,0,0,2
"Chicago-Naperville-Joliet","IL-IN-WI",69342,61469,1050,2398,4425,2
"Chico","CA",4013,4013,0,0,0,2
"Cincinnati-Middletown","OH-KY-IN",34562,33083,0,1352,127,2
"Clarksville","TN-KY",11128,10628,0,0,500,2
"Cleveland","TN",1299,955,200,144,0,2
"Cleveland-Elyria-Mentor","OH",15049,15049,0,0,0,2
"Coeur dAlene","ID",7669,6532,1137,0,0,2
"College Station-Bryan","TX",8069,7269,0,0,800,2
"Colorado Springs","CO",24276,23536,740,0,0,2
"Columbia","MO",9772,7536,0,0,2236,2
"Columbia","SC",20280,19208,0,0,1072,2
"Columbus","GA-AL",13064,12173,0,136,755,2
"Columbus","IN",1547,1547,0,0,0,2
"Columbus","OH",34182,30486,0,0,3696,2
"Corpus Christi","TX",6703,6703,0,0,0,2
"Corvallis","OR",563,563,0,0,0,2
"Cumberland","MD-WV",710,710,0,0,0,2
"Dallas-Fort Worth-Arlington","TX",257705,202764,946,0,53995,2
"Dalton","GA",1976,1976,0,0,0,2
"Danville","IL",0,0,0,0,0,2
"Danville","VA",497,497,0,0,0,2
"Davenport-Moline-Rock Island","IA-IL",2378,2378,0,0,0,2
"Dayton","OH",8457,8457,0,0,0,2
"Decatur","AL",589,589,0,0,0,2
"Decatur","IL",0,0,0,0,0,2
"Deltona-Daytona Beach-Ormond Beach","FL",10242,9458,0,0,784,2
"Denver-Aurora-Broomfield","CO",66538,42183,1315,461,22579,2
"Des Moines-West Des Moines","IA",10148,9902,246,0,0,2
"Detroit-Warren-Livonia","MI",13806,12935,0,238,633,2
"Dothan","AL",4730,4730,0,0,0,2
"Dover","DE",5044,5044,0,0,0,2
"Dubuque","IA",2258,1923,335,0,0,2
"Duluth","MN-WI",845,845,0,0,0,2
"Durham-Chapel Hill","NC",26178,24088,0,929,1161,2
"Eau Claire","WI",230,230,0,0,0,2
"El Centro","CA",3523,3150,0,373,0,2
"El Paso","TX",25547,24647,0,0,900,2
"Elizabethtown","KY",1350,1350,0,0,0,2
"Elkhart-Goshen","IN",1037,1037,0,0,0,2
"Elmira","NY",0,0,0,0,0,2
"Erie","PA",1469,769,0,0,700,2
"Eugene-Springfield","OR",4765,3804,0,0,961,2
"Evansville","IN-KY",4452,2461,0,0,1991,2
"Fairbanks","AK",165,165,0,0,0,2
"Fargo","ND-MN",3710,510,0,0,3200,2
"Farmington","NM",1134,1134,0,0,0,2
"Fayetteville","NC",16064,15019,0,0,1045,2
"Fayetteville-Springdale-Rogers","AR-MO",12990,9442,553,1020,1975,2
"Flagstaff","AZ",1074,1074,0,0,0,2
"Flint","MI",1379,1379,0,0,0,2
"Florence","SC",4135,3535,0,0,600,2
"Florence-Muscle Shoals","AL",368,368,0,0,0,2
"Fond du Lac","WI",226,226,0,0,0,2
"Fort Collins-Loveland","CO",4439,4439,0,0,0,2
"Fort Smith","AR-OK",4525,4151,374,0,0,2
"Fort Walton Beach-Crestview-Destin","FL",4065,3653,0,0,412,2
"Fort Wayne","IN",4588,4588,0,0,0,2
"Fresno","CA",19192,19192,0,0,0,2
"Gadsden","AL",1085,1085,0,0,0,2
"Gainesville","FL",3461,2487,0,0,974,2
"Gainesville","GA",1595,1595,0,0,0,2
