Date,Sales,DollarVolume,AveragePrice,MedianPrice,TotalListings,MonthsInventory
1990-Jan,-,-,-,-,-,-
Feb,-,-,-,-,-,-
Mar,-,-,-,-,-,-
Apr,-,-,-,-,-,-
May,-,-,-,-,-,-
Jun,-,-,-,-,-,-
Jul,-,-,-,-,-,-
Aug,-,-,-,-,-,-
Sep,-,-,-,-,-,-
Oct,-,-,-,-,-,-
Nov,-,-,-,-,-,-
Dec,-,-,-,-,-,-
1991-Jan,-,-,-,-,-,-
Feb,-,-,-,-,-,-
Mar,-,-,-,-,-,-
Apr,-,-,-,-,-,-
May,-,-,-,-,-,-
Jun,-,-,-,-,-,-
Jul,-,-,-,-,-,-
Aug,-,-,-,-,-,-
Sep,-,-,-,-,-,-
Oct,-,-,-,-,-,-
Nov,-,-,-,-,-,-
Dec,-,-,-,-,-,-
1992-Jan,-,-,-,-,-,-
Feb,-,-,-,-,-,-
Mar,-,-,-,-,-,-
Apr,-,-,-,-,-,-
May,-,-,-,-,-,-
Jun,-,-,-,-,-,-
Jul,-,-,-,-,-,-
Aug,-,-,-,-,-,-
Sep,-,-,-,-,-,-
Oct,-,-,-,-,-,-
Nov,-,-,-,-,-,-
Dec,255,24235664,95000,81100,-,-
1993-Jan,148,13588769,91800,77700,-,-
Feb,171,16102309,94200,80800,-,-
Mar,221,21830950,98800,81300,-,-
Apr,251,25150047,100200,81400,-,-
May,277,28155798,101600,84400,-,-
Jun,263,27025780,102800,85700,-,-
Jul,286,27328759,95600,82000,-,-
Aug,306,29935512,97800,84300,-,-
Sep,273,25263767,92500,81200,-,-
Oct,215,20286058,94400,80700,-,-
Nov,223,21234274,95200,84800,-,-
Dec,265,26954952,101700,85000,-,-
1994-Jan,172,16036246,93200,79200,-,-
Feb,195,20589892,105600,85900,-,-
Mar,267,25732587,96400,81700,-,-
Apr,276,26800723,97100,85500,-,-
May,331,33819975,102200,89500,-,-
Jun,307,34872185,113600,90500,-,-
Jul,292,29036839,99400,83400,-,-
Aug,280,30732528,109800,91000,-,-
Sep,264,24954389,94500,81700,-,-
Oct,235,22092557,94000,78500,-,-
Nov,193,19675771,101900,83200,2163,8.4
Dec,204,22239672,109000,93100,2043,8.1
1995-Jan,145,14136846,97500,83000,2140,8.6
Feb,155,14579725,94100,78700,2193,8.9
Mar,266,27424866,103100,90000,2317,9.4
Apr,191,17896318,93700,85200,2400,10.1
May,299,29162728,97500,83600,-,-
Jun,308,29682206,96400,89000,2415,10.2
Jul,358,36416838,101700,88400,2319,9.6
Aug,374,41017934,109700,95800,2261,9.1
Sep,296,32936901,111300,89200,2182,8.7
Oct,235,25228137,107400,93200,2158,8.6
Nov,257,25265302,98300,86000,2064,8.0
Dec,261,26414348,101200,90200,1940,7.4
1996-Jan,189,18804087,99500,83600,2026,7.6
Feb,198,18556560,93700,79000,2081,7.7
Mar,313,30927112,98800,84300,2234,8.2
Apr,299,30577655,102300,87500,-,-
May,352,37139145,105500,87100,2354,8.2
Jun,344,35776044,104000,91800,2327,8.0
Jul,425,45812132,107800,90500,2182,7.4
Aug,361,39701421,110000,90200,2182,7.4
Sep,285,31659804,111100,93700,2117,7.2
Oct,269,28723372,106800,93800,2111,7.1
Nov,237,25979527,109600,91400,-,-
Dec,282,29939225,106200,98400,1937,6.5
1997-Jan,175,18916274,108100,93800,1998,6.8
Feb,208,22052368,106000,90000,2084,7.0
Mar,278,29276493,105300,88300,2193,7.5
Apr,291,30277186,104000,91300,2250,7.7
May,347,35431039,102100,89100,2308,7.9
Jun,381,41014157,107600,97400,2328,7.9
Jul,399,46772387,117200,97300,2178,7.4
Aug,379,41802799,110300,94800,2144,7.3
Sep,347,40229122,115900,96600,2041,6.8
Oct,357,38362807,107500,94400,1902,6.2
Nov,311,33977565,109300,93000,-,-
Dec,347,39878449,114900,99800,-,-
1998-Jan,224,23411801,104500,89300,-,-
Feb,314,35775417,113900,98400,1823,5.5
Mar,379,44288950,116900,98300,1798,5.3
Apr,395,43164394,109300,91300,1845,5.3
May,427,52539559,123000,99600,1874,5.3
Jun,460,55827278,121400,104000,1903,5.3
Jul,489,60552925,123800,105300,1904,5.2
Aug,452,52880730,117000,100900,1868,5.0
Sep,372,42589057,114500,96500,1786,4.7
Oct,384,45586100,118700,101400,1734,4.6
Nov,389,44949590,115600,101200,1589,4.1
Dec,394,43927890,111500,97500,1540,3.9
1999-Jan,252,27551350,109300,95300,1568,4.0
Feb,303,34778518,114800,98000,1574,4.0
Mar,497,61055074,122800,106100,1557,3.9
Apr,427,50988544,119400,101700,1588,3.9
May,469,57457210,122500,108900,1629,4.0
Jun,539,72560143,134600,109700,1662,4.0
Jul,535,71230056,133100,111500,1718,4.1
Aug,475,59097385,124400,105600,1730,4.1
Sep,397,50007979,126000,101100,1785,4.2
Oct,359,45722557,127400,107800,1803,4.3
Nov,325,40458598,124500,111400,1815,4.4
Dec,335,43121012,128700,105800,1725,4.2
2000-Jan,244,29322659,120200,100700,1766,4.3
Feb,375,48295141,128800,110400,1817,4.4
Mar,391,48779462,124800,113400,1830,4.5
Apr,421,52943752,125800,107000,1845,4.6
May,533,70983815,133200,115900,1827,4.4
Jun,561,75802627,135100,122800,1874,4.5
Jul,449,59472007,132500,114900,1876,4.6
Aug,471,66461908,141100,119100,1869,4.6
Sep,397,51414827,129500,111100,1842,4.5
Oct,376,46689918,124200,108800,1904,4.7
Nov,322,42727036,132700,116200,1863,4.6
Dec,344,45935784,133500,118500,1795,4.4
2001-Jan,245,31955500,130400,112500,1840,4.5
Feb,340,43131013,126900,107000,1835,4.5
Mar,431,60352214,140000,124800,1912,4.7
Apr,445,59838917,134500,119000,2033,5.0
May,513,68674544,133900,116800,2062,5.1
Jun,534,78359863,146700,126500,2083,5.1
Jul,473,68101919,144000,124900,2030,5.0
Aug,537,78260372,145700,126400,1945,4.7
Sep,402,54767306,136200,115400,-,-
Oct,369,52901361,143400,122000,1988,4.8
Nov,381,53614316,140700,126100,1917,4.6
Dec,390,56117403,143900,124400,1826,4.3
2002-Jan,301,40226990,133600,122600,1911,4.5
Feb,351,50945825,145100,124800,1910,4.5
Mar,415,62291039,150100,127800,1989,4.7
Apr,443,61963889,139900,124000,2056,4.8
May,497,74588933,150100,133500,2098,4.9
Jun,537,83392501,155300,138400,2177,5.1
Jul,525,78849480,150200,135700,2297,5.4
Aug,494,74537321,150900,133900,2336,5.5
Sep,406,61488327,151400,132000,2347,5.5
Oct,403,56757885,140800,127500,2412,5.6
Nov,314,45123084,143700,129300,2371,5.6
Dec,406,66539654,163900,141800,2273,5.4
2003-Jan,302,43964503,145600,125900,2361,5.6
Feb,391,56018402,143300,126500,2378,5.6
Mar,428,59117846,138100,121900,2442,5.7
Apr,440,64296998,146100,131500,2511,5.9
May,494,76296527,154400,135900,2617,6.1
Jun,498,81564889,163800,139700,2698,6.3
Jul,537,89335731,166400,143100,2679,6.3
Aug,603,96450032,160000,137400,2628,6.0
Sep,492,74087446,150600,130600,2640,6.0
Oct,431,63236010,146700,130000,2657,6.0
Nov,359,56544557,157500,132200,2597,5.8
Dec,430,67188921,156300,130400,2438,5.4
2004-Jan,298,43475986,145900,127200,2516,5.6
Feb,345,52162523,151200,134400,2527,5.7
Mar,516,80570639,156100,133200,2653,5.8
Apr,559,85388081,152800,137200,2614,5.6
May,575,89611256,155800,135400,2645,5.6
Jun,654,106747520,163200,137900,2695,5.6
Jul,601,98664253,164200,136900,2677,5.5
Aug,625,95362551,152600,132700,2647,5.4
Sep,510,79070724,155000,127700,2672,5.4
Oct,447,69774087,156100,131000,2675,5.4
Nov,417,61623024,147800,123800,2639,5.3
Dec,487,79223240,162700,135400,2438,4.8
2005-Jan,334,51878623,155300,123600,2591,5.1
Feb,423,63794027,150800,132200,2606,5.1
Mar,521,82475564,158300,131600,2642,5.2
Apr,564,95057956,168500,134400,2746,5.4
May,620,104324082,168300,138000,2755,5.3
Jun,726,127889712,176200,144900,2794,5.3
Jul,658,116164121,176500,145200,2793,5.3
Aug,694,122394312,176400,146600,2797,5.2
Sep,462,82428682,178400,143700,2823,5.3
Oct,464,80411154,173300,136600,2910,5.5
Nov,420,69040747,164400,139400,3010,5.7
Dec,514,90218600,175500,143200,2839,5.3
2006-Jan,367,58297417,158800,133100,3038,5.7
Feb,471,77665581,164900,138900,3157,5.8
Mar,647,110893327,171400,143700,3406,6.2
Apr,596,108249483,181600,143800,3581,6.5
May,745,130486854,175200,146200,3730,6.6
Jun,724,137838694,190400,158000,3960,7.0
Jul,686,121261566,176800,148700,4088,7.2
Aug,696,127753745,183600,150300,4096,7.2
Sep,555,97958221,176500,149200,4167,7.3
Oct,536,87210547,162700,134400,4087,7.0
Nov,541,93988300,173700,141700,3983,6.8
Dec,545,102060900,187300,149200,3748,6.3
2007-Jan,423,71090516,168100,147500,3804,6.4
Feb,526,96197958,182900,147900,3853,6.4
Mar,584,110437513,189100,151300,4088,6.9
Apr,647,123050272,190200,149400,4321,7.2
May,700,133374728,190500,158000,4429,7.4
Jun,745,142376364,191100,156100,4456,7.4
Jul,684,127207532,186000,158300,4501,7.5
Aug,707,140986908,199400,163200,4412,7.4
Sep,549,102609828,186900,150700,4330,7.2
Oct,467,88094781,188600,151000,4361,7.4
Nov,489,86438059,176800,149100,4178,7.1
Dec,494,94424058,191100,155900,3961,6.8
2008-Jan,331,56398952,170400,141500,3921,6.8
Feb,468,82031673,175300,146900,4005,7.0
Mar,574,112078144,195300,158000,4155,7.3
Apr,563,98627606,175200,153100,4248,7.5
May,648,127418177,196600,159700,4215,7.5
Jun,659,132977285,201800,162800,4169,7.5
Jul,671,146093090,217700,170200,4135,7.5
Aug,605,131890669,218000,167300,4030,7.4
Sep,298,59706694,200400,170900,3623,6.9
Oct,365,64565913,176900,147200,3344,6.5
Nov,280,46681298,166700,139100,3126,6.3
Dec,425,72996172,171800,149400,2853,5.8
2009-Jan,290,44211256,152500,134300,2832,5.8
Feb,362,58424317,161400,143500,2912,6.1
Mar,432,74520211,172500,146600,3027,6.5
Apr,430,71981527,167400,151600,3066,6.7
